1.000000000000000000e+00,6.151813462117575737e-01,2.884069846158532346e-02,1.527287891472228765e-02
1.000000000000000000e+00,8.255632579181134689e-01,4.417407882950725728e-01,5.995799768168967869e-01
1.000000000000000000e+00,9.652168694616727329e-01,1.910052241047086596e-01,9.218242553484791157e-01
1.000000000000000000e+00,9.195054181417453565e-01,5.945231550982825741e-01,6.424552011612272295e-01
1.000000000000000000e+00,1.067033633897580547e-01,8.251527715757106529e-01,3.919322775709938034e-01
1.000000000000000000e+00,3.147863857459507475e-01,4.498010649277917050e-02,3.549674420197469482e-01
1.000000000000000000e+00,7.032528859531850252e-02,2.403484958225590162e-01,9.452941364130234003e-01
1.000000000000000000e+00,6.308410187791185786e-01,1.188529768965067568e-01,5.581607985392621485e-01
1.000000000000000000e+00,4.998902859254147346e-01,1.080841956969083029e-01,2.593123360481531803e-01
1.000000000000000000e+00,1.012355331982581763e-01,8.027130580307157981e-01,4.550427073536578160e-01
1.000000000000000000e+00,9.650554612541833999e-01,6.778239108324677353e-01,6.520084333951527977e-01
1.000000000000000000e+00,3.782127831831527676e-02,4.759142641894605896e-01,1.250499767313728583e-03
1.000000000000000000e+00,1.834721483613441784e-01,4.395725033694373174e-01,1.111212913412515935e-01
1.000000000000000000e+00,1.869306977169927775e-01,5.763943004095229972e-01,5.859663968593192829e-01
1.000000000000000000e+00,9.976982688857907178e-01,6.160669458878319515e-01,6.271550651400443765e-01
1.000000000000000000e+00,4.531294659616071918e-01,5.351517573633528535e-01,9.321721028176663815e-01
1.000000000000000000e+00,1.302784421806207904e-01,8.871478810243719204e-01,1.679639397916710131e-02
1.000000000000000000e+00,7.543328730556114747e-01,7.162215189382292735e-01,9.615279421607841881e-01
1.000000000000000000e+00,9.964562420738607429e-01,5.179450320066920632e-01,8.612642726813793947e-01
1.000000000000000000e+00,6.646115670963542721e-01,5.687519833442856720e-01,6.765422985572859815e-01
1.000000000000000000e+00,1.919147168269522696e-01,2.538268643980403638e-01,3.787937280442232879e-02
1.000000000000000000e+00,2.372943758860316388e-01,8.874646164699265816e-01,7.488059593335573139e-01
1.000000000000000000e+00,9.982667502476179067e-01,2.397789010190252146e-01,2.014501848507780357e-01
1.000000000000000000e+00,8.542962158029776543e-01,1.057472447292977513e-01,8.257595814715043003e-01
1.000000000000000000e+00,7.877885660113603805e-04,7.795757085530360397e-01,1.207888602348008433e-01
1.000000000000000000e+00,4.852785990993871978e-01,2.219785990203657633e-01,9.513175746245745579e-01
1.000000000000000000e+00,8.031943634187321823e-02,4.258924709779430273e-01,4.279002280384175405e-01
1.000000000000000000e+00,9.928781658554811651e-01,5.080926952263586927e-02,9.010829637868522646e-02
1.000000000000000000e+00,7.641888261057900866e-01,3.422403629244791246e-01,9.340039327949123393e-02
1.000000000000000000e+00,9.076976695429216369e-01,3.237471709998347436e-01,9.011813529263612566e-02
