-3.62403391017489E-01,-6.2319799553032E-01,3.82660501039259E-01,-9.37405085404945E-01,-9.64536526413945E-01,3.82290362680454E-01,7.73844351522328E-01,1.96584800018314E-01,9.21679943885786E-02,1.34662787722487E+00,-1.93463521007079E-01,8.72524140520852E-01,1.06742436397606E+00,1.30849642390652E-02,5.97000759129497E-01,-3.591473053119E-01,-3.76347729692194E-01,-4.70759466618045E-01,-1.22570215800532E+00,7.02468972189676E-01
-5.58035181141745E-02,-1.37552301074042E-02,-4.61523178423849E-02,-8.23148339446979E-01,4.92209318324784E-01,5.78263112969359E-01,-6.1926989216339E-02,-4.79695317264752E-01,-6.90521521459114E-01,-1.30043439319474E-01,5.92302538303521E-01,-2.7472975797947E-01,6.08368176890169E-01,8.10829377757972E-01,3.23972376437578E-01,9.17925393503585E-01,-3.65435244841957E-01,-3.54128204903648E-01,1.12233089932928E+00,1.24573888703303E+00
4.25747393883724E-01,-9.95419542788045E-01,-2.45510323478044E-01,4.52526294474939E-01,1.70475596425613E+00,-2.49068379298617E-01,-8.8004976577508E-01,2.04554153736772E-01,-3.02801362801926E-01,2.37686249777912E+00,-2.02133615484132E-01,1.1998480738542E+00,1.03785043497264E+00,4.8441835013074E-01,1.34950970275535E+00,-1.60188353983894E-01,5.05845922532615E-01,7.23241719104742E-01,1.05307975286887E+00,9.25652554879252E-01
-1.42011879512118E+00,7.31148370064314E-01,5.14187753413412E-01,6.66057649105567E-01,-4.47214304295017E-01,-6.14124095992186E-01,6.9658396735362E-01,6.49356729630872E-01,1.48955829074615E+00,5.24181997983344E-01,-7.71783017418839E-01,5.78777914641728E-01,-1.09142364892901E-01,1.04629762006639E+00,1.331122737489E+00,-6.43198742854021E-01,-1.46294084588099E-01,-4.43426656189222E-01,2.57918964328397E-01,-1.41672308067237E+00
1.28155460917706E+00,1.28892179673789E-01,5.00950008195556E-01,-1.76470716056391E+00,-1.48844860771546E+00,6.16489797577764E-01,5.65751764244922E-01,2.10118883904222E-01,-3.24705601848617E-01,-9.19452917493418E-01,1.10784897997683E+00,-6.89369606333482E-01,-6.44898904009278E-01,-6.06309835306654E-01,-1.95188125507789E-01,5.12408481869812E-01,-1.61396454247875E+00,-7.24444302753102E-01,-4.72178112446749E-01,8.71020851708229E-01
-4.32727958782623E-01,9.71795343660705E-02,-7.39963233558527E-01,-2.93526305681775E-01,5.3611585009947E-01,8.27076794651178E-01,-4.138491957382E-01,-1.65726223672712E+00,2.67719887749337E-01,-5.32352538580786E-01,5.51517766857111E-01,-1.0227906377549E+00,3.0656430188642E-01,-3.68942279191957E-02,-1.01051042156648E+00,1.39394533294911E+00,1.14905350539919E+00,8.9454651609123E-01,5.9360696845401E-01,-6.99549400282133E-01
-8.5330542070536E-01,-3.39015501698517E-01,2.07041519684107E+00,1.4783287713763E+00,4.29652250155097E-01,2.18104034365701E-01,1.0767584677262E+00,6.91613346450708E-01,-8.42836875077022E-01,2.57747073676809E-01,-6.01858542324786E-01,1.97980098584337E-01,1.55544781376016E-01,-1.41381750699508E+00,-6.40295035897677E-01,-8.80764763034565E-01,7.26017728488377E-01,2.36402232786757E-01,4.14417219377255E-01,1.18078588123183E+00
-5.01298388548273E-03,-1.27579872040971E+00,5.53875165984057E-01,1.40831667389026E+00,7.9648740880423E-01,7.6024216879022E-01,1.03845246035043E+00,1.67464697503417E+00,7.1462653897663E-02,5.25667536467539E-01,-7.08575711241797E-01,3.50441327500993E-01,5.12361904313079E-01,-7.14003218785878E-01,-5.45358448189614E-01,-8.90127174939575E-01,8.65521246345605E-01,4.67182796731207E-01,-4.6833776406191E-01,4.42584750989244E-01
1.16831537156179E+00,7.32163748992717E-01,2.02848240983718E+00,-3.42726766413138E+00,-2.16965569567219E+00,-9.7095276771007E-02,-1.05754736908899E-01,-7.42062114972367E-01,-1.77872097910397E+00,-7.1069183942959E-01,1.51783771569885E+00,-6.59722689220121E-01,-8.78696487390583E-01,-5.81770716928567E-01,6.90961879330143E-01,9.64606603650762E-01,-2.09471580674413E+00,-1.47147052340862E+00,-3.0079241136142E-01,1.26147371821E+00
1.99484308820368E-01,-4.56212832114456E-01,1.41738322680955E+00,-1.58484846786915E-01,-6.58319369562834E-01,7.09315473553235E-01,1.30547291623852E+00,1.99473166558259E-01,-1.41656966197411E+00,-1.6602280466312E+00,8.74645452463922E-01,2.77101526899517E-01,2.04871656609523E-01,-4.5429834615686E-01,-7.69434775041006E-01,-2.61664528415213E-01,3.55883722048919E-01,3.30564997201906E-01,-6.74167175209832E-01,1.5068587321269E+00
3.70726805322419E-01,-1.94139973657111E+00,-8.18144717233922E-01,1.04472449854605E+00,8.04238176795231E-01,9.43686458549228E-01,5.38866077338244E-01,1.29052280117791E+00,1.90987711266176E-01,1.45912995843222E+00,3.19910967337741E-01,1.40683708977678E+00,1.39068584833821E+00,-5.12561818136981E-01,1.07766084125605E+00,-8.50951047528064E-01,-3.91982436141092E-01,1.29409941682607E-01,-1.28109091589506E+00,6.4206259459939E-01
1.33822438010927E-01,-5.85442764043105E-01,-6.08012143813336E-01,1.2248322483155E+00,1.4657580833793E+00,7.42211188905276E-03,-4.65740573927586E-01,1.07733242598206E+00,4.0796189159605E-01,1.08287186923286E+00,-8.18107978662707E-01,-1.83223194305345E-01,3.77488971204567E-01,-2.19072998199923E-01,-1.02998484672569E+00,-7.91590856118328E-01,1.16704376841246E+00,6.20694299188736E-01,4.07712599237284E-01,-2.83914987290274E-01
9.65353920329975E-01,4.40143670067755E-01,3.73802371091853E-01,-7.06268910034036E-02,1.15382782089965E-01,6.58252773015746E-02,-1.39580352167994E-01,-6.60058917118217E-01,-9.39323779458068E-01,-3.79683102889731E-01,1.11864016020204E+00,-3.11527717154648E-01,1.0125688854733E-01,-3.38595060941572E-02,-5.76096414786757E-04,4.44031368380806E-01,7.56414966435371E-02,-7.09013008118979E-04,1.45750758185345E+00,4.81420500122484E-01
-1.11560431881928E+00,-1.3101572682545E-01,1.55191187389928E+00,5.55320916364238E-01,-6.10672589982753E-01,3.25526670966787E-01,1.67886637958505E+00,8.17125609218167E-01,3.11168662527515E-01,2.87179045609656E-01,-7.53175162073875E-01,1.05850380143376E+00,1.10692132444759E-01,-1.22854606609774E-01,2.10483225658608E-01,-6.36051867774007E-01,6.04169313269389E-01,-1.18448493797855E-01,-3.22766209659475E-01,5.00315305764893E-02
3.02607649631117E-01,1.04726810866125E+00,-1.25128279468295E+00,-3.97690940263104E-02,1.47493824359053E+00,1.71694456526941E-01,-1.18866024575701E+00,-5.59657395031482E-01,5.20116239318082E-01,8.76353230844526E-02,3.92695782543295E-01,-7.08941317031323E-01,9.46229319332844E-01,9.65985365096733E-01,1.13948563075505E+00,1.17650759292769E+00,-2.96988206760702E-01,-9.95557350128446E-02,1.4105260264127E+00,-6.73446746209348E-01
-7.12027264448634E-01,-2.19345894991749E-01,1.25341207557951E+00,6.9184236743504E-01,-6.21204107524387E-01,4.810040365671E-01,1.31928650045935E+00,4.27565287152475E-01,-1.65592912564361E+00,2.13949113353098E-01,-3.04676415076164E-02,3.4997522933337E-01,1.96968347769649E-02,-6.54141469827672E-01,6.12934870585588E-02,2.56849410892602E-01,1.05801716556802E+00,3.90294549102436E-02,1.21960105327923E-01,1.96510113032654E+00
-3.69998209210315E-02,-3.38785932089232E-01,-1.61696669787666E+00,-3.22996842134077E-01,4.84628631883637E-01,1.03591124429873E+00,-3.57623923296485E-01,-8.45364167329578E-02,-5.30774485556847E-01,-6.75939159556505E-01,-2.98262705783003E-01,-5.76982145420434E-01,5.15736658280038E-01,-4.68957781262512E-01,-1.57615606480484E+00,1.56443085863033E+00,8.50491437647792E-02,3.69351028046814E-01,-1.19273940847558E-01,3.83365794772844E-01
-1.48938729674723E+00,1.30215467683155E+00,-5.6408117819734E-01,-1.14521204904116E-01,-8.27834803062601E-01,2.12563074727337E-01,1.70708473442105E-01,-2.2533054899669E+00,3.58832361091483E-01,-3.69706431916079E-01,1.60546663251695E-01,-2.99886593869649E-01,7.03211423090592E-01,2.00307302784322E+00,-2.55768488454942E-01,9.54446128030813E-01,1.1817576330133E+00,2.53745803387061E-01,2.61947261808311E+00,3.29989114641378E-01
